,,"Name (click to view profile)","Profile ID",Date,Likes,"Live video timestamp",Comment,"Image URLs","Author Avatar","Comment Edited","Comment URL"
73,,"Fabiola Dreher",pfbid023D25RfqRyKeV8BPjrxEZAaM7z8kvFjo9mQMBgbKEBWHEwWoPAhg8vBkG8ywkK8A3l,"2024-10-26 02:13:20",0,-,"¿Por que mienten? Nada que se fue la luz como dice ese cronograma",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/461699704_10233042397337478_8032993508447115480_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=z90GvoawI90Q7kNvgEgXrXe&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCFznf3AGCj3wB922rbtLcS_zp34t5N10Dp8QJcWV4hlg&oe=6742B4D4,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1060148825488146
74,,"Urgiles NP",pfbid02eNJMyKe9FnviY9ejmPP5YYwQmSP55d2aeftTTKkTyF8Re6E4tghA7BRtqtfF5x8Pl,"2024-10-26 11:32:18",0,-,"No se cumplen ni con los horarios de cortes",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/406418773_3214579728843343_1913354626841984941_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=5OWRytzsQ6UQ7kNvgFxeHiG&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDcJmxol1yKI3kP6w2k6GPPdcIXr9bXNRKdXaX8JfkVZg&oe=6742DEAC,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1079797310391511
75,,"Alexa Sweet Bites",100063589831864,"2024-10-26 11:42:38",0,-,"RESPETEN AL MENOS LOS HORARIOS DD CORTES, LOS USUARIOS NOS PROGRAMAMOA DE ACUERDO A LOS CORTES, PERO ALGÚN CRETINO, MODIFICA LOS CORTES Y SE LLAMA A CNEL Y NO SABEN NADA. BELLAVISTA ALTA  GUAYAQUIL",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/241100328_243092581153735_1696865340060371811_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=S_B0Jo-0tIgQ7kNvgFSG3m2&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBk7fceXPSAapU-zyj8eCmojvKLbJms-IxmBEcNauN_rQ&oe=6742DBC7,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/485662361189040
76,,"Sol MA",pfbid05knKGLXmKthvLAtWymaYKYu4FPdRbgvPzTuL9dwm4pBRGbfs2qYzDVWsbAMBBgFwl,"2024-10-26 12:47:28",0,-,"El horario de hoy ?",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/465000599_3763825500537378_8773555935384960558_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=111&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=c1Dv8nuhVdIQ7kNvgGvD0e1&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCLllEJOCZ-uGFHlSkDcJ5xHQJwTsxoOUM__n5E1ZbA3w&oe=6742AB1A,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/893845932708036
77,,"Liss Luna",pfbid0VLCfMwZsSWNcvwTQP36iQt7wMSB33goTZK9vFEzMxRW48QqexNhWmpJ6tVzxwVqyl,"2024-10-26 15:25:33",1,-,"Porque hay ciertos sectores que nunca se les va la luz ??? Es muy injusto esto ,debería de ser equitativo",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/376280583_5860637547372866_8165794644539015152_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=nz3I78JtpjkQ7kNvgGk870Z&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDCinAXuGPzthcvZej35m81KiqB1okzWqeseZNBi7eoPw&oe=6742AB7E,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1838125053659608
78,,"Elisa Elisa",pfbid026Ba7h7xSde2T7VLUWUJgSyGfJNaeqEMSGpybxPfDqfbhNP1tbMnru6twvW6Ma8Z6l,"2024-10-26 15:51:55",2,-,"Para que ponen un horario, si van a cortar el servicio a la hora que les de la gana! 😡🤬🤬",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/376236326_7212071575479265_3103215426584014610_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=108&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ajbXQCLWtFAQ7kNvgGoanVi&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYA9-qKMx8-IG-4RhbmyV4vElERVZvjrn0EXtLSVHDOPsw&oe=6742B516,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1267348584388307
79,,"Ericka Elenita Roman",pfbid0HDYWPybvJzykNcZK61WcfYotnKeGqonfZpotnMyEp6pK6pZhTGAYAxniNnu7WBfxl,"2024-10-26 17:42:13",3,-,"Para que establecen  horarios que no se van a cumplir",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/464444439_3636590939929623_8281622266149215002_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=WZRF3i5f2UQQ7kNvgG1ziFO&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD2CQEelRBuVag-aFYcjBqU5n2jDiooERdj9jI60Ir42Q&oe=6742CDD1,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1058270962618555
80,,"Michelle Stefannia Muñiz Rivera",pfbid02yvEDdd46Wv32PhEGFCxucRWfub6BaSY8zhVMkyeUnFWsaLEGuAhMKNNYxw5yr1Qtl,"2024-10-26 17:57:58",3,-,"Por que no se están cumpliendo los horarios según este cronograma ?",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/351190318_2197995337257154_5842340560829048122_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=mDQAKjoRywsQ7kNvgGvs7Ok&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD-JTwKHqKSDlsQi_9WnrdsEKL5turPUxstjtmO3LncKg&oe=6742BF55,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/466178885889345
81,,"Adan Suarez",pfbid02NRj7iJR3qWdYfPBRVUweoUGk5jecBgTzkT49JUj7d8fdFEvqSG2GGd9mkuvQY9JRl,"2024-10-26 18:10:29",0,-,"Una vergüenza todos ustedes, empezando desde este gobierno que nos pisotea todos los días como cualquier animal. No tienen palabra ni siquiera para cumplir con los horarios. Guayaquil, sector Cisne 2, el servicio tenía que restablecerse a las 15:00 pm y de la nada lo cambian arbitrariamente.... les da igual lo que sucede con el pueblo, haber si se responsabilizan por todos los aparatos eléctricos averiados, haber si cumplen con los cronogramos establecidos sinvergüenzas irresponsables.",,https://scontent-sof1-2.xx.fbcdn.net/v/t1.6435-1/72969796_2379311558860888_3392620127676530688_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=109&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=I00pCIibm0UQ7kNvgEj1U_T&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD3iax3VGTeffEElkbtNu94ETorCWD44UZJ_LdJVYxMfw&oe=676476F6,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1266236621471441
82,,"Estefany Soriano",pfbid035TR4TfjGrSBk5bj5dcaurStdZq5eBSfrs6GyN8xZf9XBmesYhfCAD8UMPLopvQf3l,"2024-10-26 18:17:07",5,-,"Cumplan con los horarios establecidos!!!!!!",,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-1/414917480_6997088177039802_6224617947354342077_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=htuOguznQKQQ7kNvgEzSknI&_nc_zt=24&_nc_ht=scontent.fkul8-1.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAZA6Lxbm0w1mW-jF-rktEkJOW_btorf_P1HKhyNPZE6Q&oe=6742C7B3,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/544733145171169
83,,"Daniel Celi",pfbid0XgAhX2aBRPRpM4L1nHSJSLVRXU1GMUaTMzQkhyV8JJrPTSbZbwsiAhG4DNXvbCwbl,"2024-10-26 18:23:03",2,-,"Ni suelen cortar en el horario que establecen ahí , ni para eso sirven.",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/456115599_26359651207014475_3580505020191986329_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=uYV72znMKokQ7kNvgH-pbe3&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBzMye-vtmKbUcX3MKb3mM2Q9ux7J7Hmx1X_KztCGowpg&oe=6742ABB3,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/518135767877149
84,,"Michell N Zambrano",pfbid02WcuAJ7GTB4WyHhvByS27poTAWkPuBhwBNuJdS7pfHBfqVa48f9NzXkjHS1CfzuzUl,"2024-10-26 18:33:09",2,-,,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-6/464702331_8192629480859818_6087476314249240333_n.jpg?stp=dst-jpg_p206x206&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Je-74tVV3foQ7kNvgHLpa9Z&_nc_zt=23&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDnmF-DWUa3SAXnV7lT-ScEC3PLXBK0PpVVlvnXOauihg&oe=6742DF0C,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/385880773_6334233310032787_342383772694348507_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=106&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=dxTU2_P6aHMQ7kNvgFAUvoz&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBqdg0bT8LvNNEjrHZWsz-TMpIsuDcdCXeSxJDvM15LdQ&oe=6742BE1C,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/926584019356056
85,,"Jose Avellaneda",100001720626667,"2024-10-26 18:43:26",7,-,"No están siguiendo con el horario que publicaron ahora Nose que hora se va la luz ya que llego antes de lo previsto que mismo pues",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/460168750_8378225292244742_3130997012152773140_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=108&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=c69yRuhQsU4Q7kNvgEqiJLU&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYD6jxyDqY9y17ZrT2XBz0gTSIgeZeBaiixXylo6ZHyDbA&oe=6742CCF8,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/7958800104220518
86,,"Yorgelis Nataly Bustillos Quero",pfbid02Zbzr3LXEe8Pgw3qrtWVTNTHbAZRuqtvNeAPBPChSntSwdAnUTLX8h2NXMkLfjQwHl,"2024-10-27 01:36:44",3,-,"Ni cumplen los horarios",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/432398046_1261148978605932_2871661783083882354_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=GtpJP9k3D-EQ7kNvgHDvReg&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAufD1XbIOp-PWEgg3A5ifdhkRvSe3vvTtwZU6Za9TC8A&oe=6742AFDA,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1098956408471428
87,,"L Germania Silva",pfbid02VHoFUG4faynL4BeTiS39RLsH8SoX8RjaMb2foEn1WiPUsQyuMXMKFdp3v1rbgqz2l,"2024-10-27 01:46:12",3,-,"Por qué a algunos sectores les cortan la electricidad de 00:00 a 07:00 y a otros nos cortan de 7:00 a 14:00 y otra vez de 17:00 a 24:00 dejando solo 3 horas de electricidad, no podemos ni cocinar. Esos horarios están mal hechos. A mi también me gustaría que nos corten la electricidad en la madrugada y no todas las horas hábiles. Espero que alternen los horarios para que haya equidad. Ya que no es justo que algunos tengamos solo 3 horas de electricidad al día y otros sectores 11 o más.",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/451963503_8729306527084447_7687788879588073318_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ETm90sxRhBwQ7kNvgEhZMQ_&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYB6hr0wE3M5lbWnzr5KVyxFg7Tnev3LQu0-66IcEFpgdg&oe=6742C0DF,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1228049198501277
88,,"Judith Ayauca Cepeda",pfbid02LN2sbQsABkAS3iPkvsjqzgWxEfNku9VDr5BNRFMBzteJ95SuFhRhDeCaV38KziHUl,"2024-10-27 09:12:08",3,-,"No se ha cumplido el horario establecido de sábado y domingo. Si cortan la energía por que demonios no cumplen con los horarios que ustedes mismo designan.",,https://scontent-sof1-1.xx.fbcdn.net/v/t1.6435-1/49205996_10214640216813180_8223281845349908480_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=4UWv6xXE3lgQ7kNvgGkApSj&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAqVm2ug2tqpnPEvrjo-8IBpDHxkxsFQbJObzAj5Fe3Ug&oe=676469CE,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/909524701124974
89,,"Karen Lizbeth",pfbid0GruM3fxWrCF1TEv9vyk398wvK5zN9APaC1K8pN3FHVtoehFcfBpn6npDiQ9LBmL4l,"2024-10-27 15:45:51",0,-,"Ya hoy es domingo. A qué hora subirán los nuevos cortes de la luz eléctrica que pagamos mensualmente. Claro, para saber si acompaño o no al Paro nacional?",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/434670467_1091148275476912_3693989003589454914_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=1ykgE5uiI28Q7kNvgFgiA-N&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYD7uck72KqYW0nN7O7_ecT_xNINXD9OlXp5LsjRniDbZg&oe=6742E208,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/3889517161294775
90,,"Andreita Linda",pfbid02kk5v9ZB2iTH4FUR1EzV2qerHyCFEVNHiSz4EZWTMpZNDWH5ksoD661pT8Acw1cx6l,"2024-10-27 18:39:49",0,-,"Cuál es el horario para la siguiente semana o no habrá cortes ?",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/346294662_1670703780099470_6763366435689519271_n.jpg?stp=c120.0.720.720a_cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=YcRZ-pRSkvsQ7kNvgEioT-F&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYBgiHLUwy_3wi3VljxQrxATo9_kuoxGv973AHcYQiWnvA&oe=6742BC67,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1236891944025557
91,,"Jimena Chichande Chiang",pfbid0peb5Z7PmawLPFeszgxPTPBvegqXUUtS5tt3LpYpgU8kZREdQcCYSLgA4CXHS2WPbl,"2024-10-27 20:23:58",0,-,"Publiquen los horarios de ésta semana q viene",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/441298818_1492225885029548_973784999555832488_n.jpg?stp=c0.0.960.960a_cp0_dst-jpg_s64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ztFj5ukA_QkQ7kNvgG8N11K&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAfit_hxbJASlL-bYaiGx8HPcaJxZGKUVMB1vypXuwekg&oe=6742C565,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/850070023950808
92,,"Jimena Chichande Chiang",pfbid0peb5Z7PmawLPFeszgxPTPBvegqXUUtS5tt3LpYpgU8kZREdQcCYSLgA4CXHS2WPbl,"2024-10-27 20:24:27",0,-,"Xq publican los horarios en la madrugada 🤦",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/441298818_1492225885029548_973784999555832488_n.jpg?stp=c0.0.960.960a_cp0_dst-jpg_s64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ztFj5ukA_QkQ7kNvgG8N11K&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAfit_hxbJASlL-bYaiGx8HPcaJxZGKUVMB1vypXuwekg&oe=6742C565,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1302143577864131
93,,"Estefy Benavides",100002758137083,"2024-10-27 22:10:38",0,-,"Ya den los nuevos horarios 😤😤😤😤",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/459645024_7561616947273501_9054378845269267751_n.jpg?stp=cp6_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=hLRDG5vFLDoQ7kNvgFmaE6j&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDdlW66jY3V8iwHOPzGuNyVHbmlJ6gvg2w5M4WIJVyRRQ&oe=6742BEDB,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/917846833009661
94,,"Aby Carvajal",pfbid036tCNdHpSZ8Gy7Q7sU8z5V7kpWkza8Jk1TWSPHZg7mNKevkuKervt6ZfGoUDGi5dxl,"2024-10-27 22:12:35",1,-,"Los nuevos horarios para cuando ya mismo se va la luz y nada de información CNEL EP",,https://scontent.fkul8-3.fna.fbcdn.net/v/t1.30497-1/453178253_471506465671661_2781666950760530985_n.png?stp=cp0_dst-png_s64x64&_nc_cat=1&ccb=1-7&_nc_sid=136b72&_nc_ohc=bYLP8ChJYTYQ7kNvgFnuW_8&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAfxP6fSY4hXfe3_bWYg5BemLsz80FeHor8u_Ul-DLw6A&oe=67644FBA,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/527831110091877
95,,"Daty Galdea",pfbid0XCY9fkdCYRuvAFZi3nC6Z4zBxyVHTHvWcFEZMZYGMzvtVaAs781son96v1eShYNwl,"2024-10-27 22:34:39",0,-,"A que hora vamos a saber los horarios para la próxima semana o es que serán igual que estos días",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/460659244_8403891266315809_4097461685733084501_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=100&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=pe7GMqPYnnAQ7kNvgHKIDIK&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYA64kQ_AhxadCsvsjpzPoBqyl6t19sRxQLwEmnmI1hKTQ&oe=6742C19C,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/747100317589463
96,,"Jer Bear",pfbid03KaBs4256z1KD3kyyTa6sURuheLK3ZGHPTL4VZeymbBsJjdwriGEqy6rAMWsXnaPl,"2024-10-27 22:53:04",0,-,"A que horas van a publicar los horarios para la semana CNEL EP",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/456294592_10224975570683132_1651376551055277819_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=i0iFKAee0wgQ7kNvgGo4WBr&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAqCEvU_3HX9CkMiObBVQXV37IOI3XzXHpTh_yvjsN2vQ&oe=6742C0F0,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1057937669409942
97,,"Angie Santana",pfbid0C8EsHxoKzuJEPqerGt6Ksjc22uN8TmdpDgFfs4qXwLYMM4ScpQcZuakGqFJtggqal,"2024-10-27 23:11:52",0,-,"Cuando salen los nuevos horarios para esta semana del lunes??",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/296158272_1728402740826372_7975720373776116704_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=BYmjLDBLo-sQ7kNvgFBoTP1&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD4-4GkTCLzt0D8KJS42maNb_Wt7p7ORTRgchBB7S7bTg&oe=6742CAD3,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1106227877507838
98,,"Belen Espinoza",pfbid04MXf2KNLnBvTZ7eRSjFsBGM9u5hvHR7svaFRr5Sgsc8tSBUZwn7hekiZL5G5Pd7vl,"2024-10-27 23:24:56",0,-,"Cuales son los horarios de mañana?",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/298095158_10222329638017967_1725128233846717370_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=Nl9TWQowSnUQ7kNvgFiaH7K&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYCfUEYUAXAp-_NkJ8YrsuQj4Kta9kumg3oJsoe_3ThkzQ&oe=6742C07C,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/3378689392275857
99,,"Alexis Monar GC",100007337581440,"2024-10-27 23:47:27",0,-,"CNEL EP publiquen el horario de esta semana que viene o es la misma de la publicación pasada?",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/464327348_3711322512455632_540623717022770648_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=SXtPRuysgtAQ7kNvgHHC9xi&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYC51fu93R9i04UvUn0la8QnUKtz1oycx8S5IkCB6Th3gA&oe=6742D83A,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/434068279423459
